PLOT_ID,raw_NDVI,Image_Quality,DayOfYear,Year,filtered_NDVI,Growing_Season
160,0.5196000000000001,0,217,2002,0.5196000000000001,Y
160,0.5184,0,230,2002,0.5184,Y
160,0.5506,1,243,2002,0.5506,Y
160,0.5428000000000001,0,258,2002,0.5428000000000001,Y
160,0.0037,2,274,2002,NA,Y
160,0.3611,0,292,2002,0.3611,Y
160,0.32320000000000004,1,308,2002,0.32320000000000004,N
160,0.2921,0,324,2002,0.2921,N
160,0.2793,1,347,2002,0.2793,N
160,0.2902,1,8,2002,0.2902,N
162,0.2664,1,5,2002,0.2664,N
162,-0.0069,3,29,2002,NA,N
162,0.0336,2,43,2002,NA,N
162,0.0153,2,56,2002,NA,N
162,0.0163,2,73,2002,NA,Y
162,0.0236,2,93,2002,NA,Y
162,0.0474,2,98,2002,NA,Y
162,0.2798,1,122,2002,0.2798,Y
162,0.3083,1,133,2002,0.3083,Y
162,0.3733,0,157,2002,0.3733,Y
162,0.541,0,173,2002,0.541,Y
162,0.5938,0,187,2002,0.5938,Y
162,0.5685,0,196,2002,0.5685,Y
162,0.5669000000000001,0,217,2002,0.5669000000000001,Y
162,0.5411,0,230,2002,0.5411,Y
162,0.5864,1,243,2002,0.5864,Y
162,0.5292,0,258,2002,0.5292,Y
162,0.0066,2,274,2002,NA,Y
162,0.3387,0,292,2002,0.3387,Y
162,0.3068,1,308,2002,0.3068,N
162,0.3219,0,324,2002,0.3219,N
162,0.2889,1,347,2002,0.2889,N
162,0.29700000000000004,1,8,2002,0.29700000000000004,N
164,0.2566,1,14,2002,0.2566,N
164,0.0923,2,28,2002,NA,N
164,0.28350000000000003,2,33,2002,NA,N
164,0.0771,2,56,2002,NA,N
164,0.1236,2,73,2002,NA,Y
164,0.1468,2,94,2002,NA,Y
164,0.1364,2,98,2002,NA,Y
164,0.33290000000000003,3,122,2002,NA,Y
164,0.3519,1,133,2002,0.3519,Y
164,0.4146,0,150,2002,0.4146,Y
164,0.6329,0,173,2002,0.6329,Y
164,0.6382,0,187,2002,0.6382,Y
164,0.5845,0,196,2002,0.5845,Y
164,0.6716000000000001,0,217,2002,0.6716000000000001,Y
164,0.5915,0,230,2002,0.5915,Y
164,0.5919,0,251,2002,0.5919,Y
164,0.6139,0,258,2002,0.6139,Y
164,0.0289,2,285,2002,NA,Y
164,0.4283,0,292,2002,0.4283,Y
164,0.531,1,308,2002,0.531,N
164,0.3754,0,324,2002,0.3754,N
164,0.4817,1,347,2002,0.4817,N
164,0.4089,1,8,2002,0.4089,N
166,0.1788,3,6,2002,NA,N
166,0.0084,3,29,2002,NA,N
166,0.1419,2,33,2002,NA,N
166,0.1859,2,56,2002,NA,N
166,0.0307,2,73,2002,NA,Y
166,-0.0393,2,91,2002,NA,Y
166,0.0442,2,98,2002,NA,Y
166,0.227,3,122,2002,NA,Y
166,0.3807,1,133,2002,0.3807,Y
166,0.3753,1,157,2002,0.3753,Y
166,0.554,0,173,2002,0.554,Y
166,0.6295000000000001,0,187,2002,0.6295000000000001,Y
166,0.6094,0,196,2002,0.6094,Y
166,0.6181,0,217,2002,0.6181,Y
166,0.6245,0,230,2002,0.6245,Y
166,0.5594,0,251,2002,0.5594,Y
166,0.6013000000000001,0,258,2002,0.6013000000000001,Y
166,0.0391,2,285,2002,NA,Y
166,0.4964,0,292,2002,0.4964,Y
166,0.3403,1,306,2002,0.3403,N
166,0.4604,0,324,2002,0.4604,N
166,0.28,1,347,2002,0.28,N
166,0.30310000000000004,1,8,2002,0.30310000000000004,N
168,0.2046,1,5,2002,0.2046,N
168,0.0395,3,29,2002,NA,N
168,0.0324,2,33,2002,NA,N
168,0.0277,2,56,2002,NA,N
168,0.08650000000000001,2,73,2002,NA,Y
168,0.061,2,94,2002,NA,Y
168,0.0391,2,98,2002,NA,Y
168,0.2962,3,118,2002,NA,Y
168,0.2871,1,133,2002,0.2871,Y
168,0.4042,1,157,2002,0.4042,Y
168,0.5024000000000001,0,173,2002,0.5024000000000001,Y
168,0.5539000000000001,0,187,2002,0.5539000000000001,Y
168,0.5546,0,196,2002,0.5546,Y
168,0.6076,0,217,2002,0.6076,Y
168,0.5576,0,230,2002,0.5576,Y
168,0.6178,1,243,2002,0.6178,Y
168,0.6024,0,258,2002,0.6024,Y
168,0.0089,2,285,2002,NA,Y
168,0.3673,0,292,2002,0.3673,Y
168,0.35300000000000004,1,306,2002,0.35300000000000004,N
168,0.3247,0,324,2002,0.3247,N
168,0.3791,1,347,2002,0.3791,N
168,0.3899,1,8,2002,0.3899,N
218,0.562,1,14,2002,0.562,N
218,0.0589,2,29,2002,NA,N
218,0.4563,1,38,2002,0.4563,N
218,0.1825,2,56,2002,NA,N
218,0.1666,2,66,2002,NA,Y
218,0.1341,2,91,2002,NA,Y
218,0.33290000000000003,1,109,2002,0.33290000000000003,Y
218,0.4081,1,122,2002,0.4081,Y
218,0.1166,2,129,2002,NA,Y
218,0.5159,0,150,2002,0.5159,Y
218,0.5863,0,173,2002,0.5863,Y
218,0.6578,0,187,2002,0.6578,Y
218,0.6611,0,196,2002,0.6611,Y
218,0.6515000000000001,0,217,2002,0.6515000000000001,Y
218,0.6546000000000001,0,230,2002,0.6546000000000001,Y
218,0.6819000000000001,0,253,2002,0.6819000000000001,Y
218,0.6626000000000001,0,258,2002,0.6626000000000001,Y
218,0.6486000000000001,1,281,2002,0.6486000000000001,Y
218,0.7789,1,295,2002,0.7789,Y
218,0.4242,1,306,2002,0.4242,N
218,0.6643,0,335,2002,0.6643,N
218,0.5463,1,347,2002,0.5463,N
218,0.6464000000000001,1,356,2002,0.6464000000000001,N
220,0.2462,1,14,2002,0.2462,N
220,-0.0077,2,29,2002,NA,N
220,0.0804,2,38,2002,NA,N
220,0.0101,2,56,2002,NA,N
220,0.0132,2,66,2002,NA,Y
220,0.0592,3,92,2002,NA,Y
220,0.2148,1,109,2002,0.2148,Y
220,0.2591,1,122,2002,0.2591,Y
220,0.2415,3,132,2002,NA,Y
220,0.3639,0,150,2002,0.3639,Y
220,0.5291,0,173,2002,0.5291,Y
220,0.5066,0,187,2002,0.5066,Y
220,0.4723,0,196,2002,0.4723,Y
220,0.5539000000000001,0,217,2002,0.5539000000000001,Y
220,0.4611,0,230,2002,0.4611,Y
220,0.5117,0,253,2002,0.5117,Y
220,0.605,0,258,2002,0.605,Y
220,0.4408,1,281,2002,0.4408,Y
220,0.4651,1,295,2002,0.4651,Y
220,0.3356,1,317,2002,0.3356,N
220,0.3262,0,335,2002,0.3262,N
220,0.29860000000000003,1,347,2002,0.29860000000000003,N
220,0.3144,1,8,2002,0.3144,N
222,0.26930000000000004,1,5,2002,0.26930000000000004,N
222,-0.0034,2,29,2002,NA,N
222,-0.0024,2,33,2002,NA,N
222,0.0048,3,56,2002,NA,N
222,0.0024,3,65,2002,NA,Y
222,0.0651,3,94,2002,NA,Y
222,0.2395,3,109,2002,NA,Y
222,0.224,1,118,2002,0.224,Y
222,0.2293,1,132,2002,0.2293,Y
222,0.3124,0,150,2002,0.3124,Y
222,0.4852,0,173,2002,0.4852,Y
222,0.5646,0,187,2002,0.5646,Y
222,0.5008,0,196,2002,0.5008,Y
222,0.5389,0,217,2002,0.5389,Y
222,0.445,0,230,2002,0.445,Y
222,0.4869,0,253,2002,0.4869,Y
222,0.5870000000000001,0,258,2002,0.5870000000000001,Y
222,-0.0153,2,285,2002,NA,Y
222,0.35600000000000004,0,292,2002,0.35600000000000004,Y
222,0.2311,1,308,2002,0.2311,N
222,0.2766,0,326,2002,0.2766,N
222,0.2468,1,347,2002,0.2468,N
222,0.2657,1,8,2002,0.2657,N
224,0.2399,1,14,2002,0.2399,N
224,-0.0092,2,29,2002,NA,N
224,0.0363,2,38,2002,NA,N
224,0.0058,2,77,2002,NA,Y
224,0.0227,3,93,2002,NA,Y
224,0.2315,1,109,2002,0.2315,Y
224,0.2431,1,118,2002,0.2431,Y
224,0.2354,1,132,2002,0.2354,Y
224,0.28550000000000003,0,150,2002,0.28550000000000003,Y
224,0.4387,0,173,2002,0.4387,Y
224,0.5258,0,187,2002,0.5258,Y
224,0.5197,0,196,2002,0.5197,Y
224,0.4593,0,217,2002,0.4593,Y
224,0.4957,0,230,2002,0.4957,Y
224,0.4217,0,253,2002,0.4217,Y
224,0.4736,0,258,2002,0.4736,Y
224,0.007,2,274,2002,NA,Y
224,0.3116,0,292,2002,0.3116,Y
224,0.2252,1,308,2002,0.2252,N
224,0.2331,0,324,2002,0.2331,N
224,0.2277,1,347,2002,0.2277,N
224,0.2587,1,8,2002,0.2587,N
226,0.1389,3,2,2002,NA,N
226,-0.006,2,29,2002,NA,N
226,0.0413,2,38,2002,NA,N
226,0.0032,2,61,2002,NA,Y
226,0.0126,3,73,2002,NA,Y
226,0.0467,3,93,2002,NA,Y
226,0.2387,1,109,2002,0.2387,Y
226,0.2091,1,118,2002,0.2091,Y
226,0.2283,1,132,2002,0.2283,Y
226,0.33130000000000004,0,150,2002,0.33130000000000004,Y
226,0.4726,0,173,2002,0.4726,Y
226,0.5221,0,187,2002,0.5221,Y
226,0.488,0,196,2002,0.488,Y
226,0.4543,0,217,2002,0.4543,Y
226,0.4485,0,230,2002,0.4485,Y
226,0.4695,1,243,2002,0.4695,Y
226,0.4326,0,258,2002,0.4326,Y
226,0.0091,2,274,2002,NA,Y
226,0.3312,0,292,2002,0.3312,Y
226,0.2514,1,308,2002,0.2514,N
226,0.2692,0,324,2002,0.2692,N
226,0.26180000000000003,1,347,2002,0.26180000000000003,N
226,0.26080000000000003,1,8,2002,0.26080000000000003,N
228,0.3079,1,5,2002,0.3079,N
228,-0.0091,2,29,2002,NA,N
228,0.0572,2,43,2002,NA,N
228,0.0031,3,56,2002,NA,N
228,-0.0079,2,70,2002,NA,Y
228,0.0384,3,93,2002,NA,Y
228,0.2133,3,109,2002,NA,Y
228,0.2258,3,122,2002,NA,Y
228,-0.0333,2,129,2002,NA,Y
228,0.3782,0,157,2002,0.3782,Y
228,0.4864,0,173,2002,0.4864,Y
228,0.5507000000000001,0,187,2002,0.5507000000000001,Y
228,0.5363,0,196,2002,0.5363,Y
228,0.4763,0,217,2002,0.4763,Y
228,0.4895000000000001,0,230,2002,0.4895000000000001,Y
228,0.516,1,243,2002,0.516,Y
228,0.4634,0,258,2002,0.4634,Y
228,0.0017,2,274,2002,NA,Y
228,0.301,0,292,2002,0.301,Y
228,0.3034,1,306,2002,0.3034,N
228,0.26130000000000003,0,324,2002,0.26130000000000003,N
228,0.2447,1,347,2002,0.2447,N
228,0.2652,1,8,2002,0.2652,N
232,0.2788,1,14,2002,0.2788,N
232,-0.004,3,29,2002,NA,N
232,0.0986,2,43,2002,NA,N
232,0.0791,2,56,2002,NA,N
232,0.0663,2,70,2002,NA,Y
232,0.0526,3,93,2002,NA,Y
232,0.06620000000000001,2,98,2002,NA,Y
232,0.2607,3,122,2002,NA,Y
232,0.0094,2,129,2002,NA,Y
232,0.4219,0,157,2002,0.4219,Y
232,0.5556,0,173,2002,0.5556,Y
232,0.6269,0,187,2002,0.6269,Y
232,0.6147,0,196,2002,0.6147,Y
232,0.6102000000000001,0,217,2002,0.6102000000000001,Y
232,0.6074,0,230,2002,0.6074,Y
232,0.6026,1,243,2002,0.6026,Y
232,0.5238,0,258,2002,0.5238,Y
232,0.0478,2,285,2002,NA,Y
232,0.31720000000000004,0,297,2002,0.31720000000000004,Y
232,0.34440000000000004,3,307,2002,NA,N
232,0.4097,0,324,2002,0.4097,N
232,0.3982,1,347,2002,0.3982,N
232,0.32780000000000004,1,8,2002,0.32780000000000004,N
234,0.2253,1,14,2002,0.2253,N
234,0.0078,3,29,2002,NA,N
234,0.0852,2,43,2002,NA,N
234,0.0392,2,56,2002,NA,N
234,0.0333,2,73,2002,NA,Y
234,0.0149,3,90,2002,NA,Y
234,0.0468,2,98,2002,NA,Y
234,0.30810000000000004,3,122,2002,NA,Y
234,-0.0207,2,129,2002,NA,Y
234,0.34190000000000004,0,157,2002,0.34190000000000004,Y
234,0.4978,0,173,2002,0.4978,Y
234,0.6149,0,187,2002,0.6149,Y
234,0.5725,0,196,2002,0.5725,Y
234,0.6213000000000001,0,217,2002,0.6213000000000001,Y
234,0.5545,0,230,2002,0.5545,Y
234,0.5406000000000001,0,251,2002,0.5406000000000001,Y
234,0.5633,0,258,2002,0.5633,Y
234,0.0183,2,285,2002,NA,Y
234,0.30920000000000003,0,292,2002,0.30920000000000003,Y
234,0.3148,1,308,2002,0.3148,N
234,0.3457,0,324,2002,0.3457,N
234,0.3095,1,347,2002,0.3095,N
234,0.3388,1,8,2002,0.3388,N
236,0.2318,1,5,2002,0.2318,N
236,-0.0343,2,26,2002,NA,N
236,0.0095,2,33,2002,NA,N
236,0.0042,2,56,2002,NA,N
236,0.0108,2,73,2002,NA,Y
236,0.0285,2,94,2002,NA,Y
236,0.0183,2,98,2002,NA,Y
236,0.0598,3,122,2002,NA,Y
236,-0.0268,2,129,2002,NA,Y
236,0.3287,0,157,2002,0.3287,Y
236,0.4493,0,173,2002,0.4493,Y
236,0.5265000000000001,0,187,2002,0.5265000000000001,Y
236,0.5392,0,196,2002,0.5392,Y
236,0.513,0,217,2002,0.513,Y
236,0.5157,0,230,2002,0.5157,Y
236,0.5295,0,251,2002,0.5295,Y
236,0.4795,0,258,2002,0.4795,Y
236,-0.0068,2,285,2002,NA,Y
236,0.3315,0,292,2002,0.3315,Y
236,0.2483,1,308,2002,0.2483,N
236,0.2627,0,324,2002,0.2627,N
236,0.2705,1,347,2002,0.2705,N
236,0.2772,1,8,2002,0.2772,N
286,0.6154000000000001,1,5,2002,0.6154000000000001,N
286,0.0943,2,29,2002,NA,N
286,0.1868,2,38,2002,NA,N
286,0.2509,2,56,2002,NA,N
286,0.1243,2,65,2002,NA,Y
286,0.2498,3,92,2002,NA,Y
286,0.35900000000000004,1,109,2002,0.35900000000000004,Y
286,0.5629000000000001,1,118,2002,0.5629000000000001,Y
286,0.1213,2,129,2002,NA,Y
286,0.4199,0,150,2002,0.4199,Y
286,0.5711,0,173,2002,0.5711,Y
286,0.5994,0,187,2002,0.5994,Y
286,0.5525,0,196,2002,0.5525,Y
286,0.5583,0,217,2002,0.5583,Y
286,0.6464000000000001,0,230,2002,0.6464000000000001,Y
286,0.5880000000000001,0,253,2002,0.5880000000000001,Y
286,0.6539,0,258,2002,0.6539,Y
286,0.0611,2,285,2002,NA,Y
286,0.561,0,292,2002,0.561,Y
286,0.497,1,306,2002,0.497,N
286,0.6154000000000001,0,335,2002,0.6154000000000001,N
286,0.6021000000000001,1,347,2002,0.6021000000000001,N
286,0.5475,1,8,2002,0.5475,N
290,0.271,1,5,2002,0.271,N
290,-0.0167,2,29,2002,NA,N
290,0.0673,3,38,2002,NA,N
290,0,2,61,2002,NA,Y
290,0,3,66,2002,NA,Y
290,0.082,3,94,2002,NA,Y
290,0.2163,3,109,2002,NA,Y
290,0.2159,1,118,2002,0.2159,Y
290,0.2589,1,132,2002,0.2589,Y
290,0.34240000000000004,0,150,2002,0.34240000000000004,Y
290,0.4989,0,173,2002,0.4989,Y
290,0.4857,0,187,2002,0.4857,Y
290,0.4244,0,196,2002,0.4244,Y
290,0.4179,0,217,2002,0.4179,Y
290,0.4083,0,230,2002,0.4083,Y
290,0.4072,0,253,2002,0.4072,Y
290,0.4787,0,258,2002,0.4787,Y
290,-0.0063,2,285,2002,NA,Y
290,0.322,0,292,2002,0.322,Y
290,0.2911,1,317,2002,0.2911,N
290,0.2791,0,324,2002,0.2791,N
290,0.26330000000000003,1,347,2002,0.26330000000000003,N
290,0.2742,1,8,2002,0.2742,N
292,0.2722,1,5,2002,0.2722,N
292,-0.0196,2,29,2002,NA,N
292,0.0674,3,43,2002,NA,N
292,0.0146,3,59,2002,NA,N
292,-0.0046,3,66,2002,NA,Y
292,0.0494,3,94,2002,NA,Y
292,0.2089,1,109,2002,0.2089,Y
292,0.2363,1,122,2002,0.2363,Y
292,0.2411,1,132,2002,0.2411,Y
292,0.32730000000000004,0,150,2002,0.32730000000000004,Y
292,0.5078,0,173,2002,0.5078,Y
292,0.4988,0,187,2002,0.4988,Y
292,0.4562,0,196,2002,0.4562,Y
292,0.3956,0,217,2002,0.3956,Y
292,0.3965,0,230,2002,0.3965,Y
292,0.3853,0,253,2002,0.3853,Y
292,0.4014,0,258,2002,0.4014,Y
292,-0.0135,2,285,2002,NA,Y
292,0.2883,0,292,2002,0.2883,Y
292,0.2639,3,317,2002,NA,N
292,0.2482,0,324,2002,0.2482,N
292,0.2343,1,347,2002,0.2343,N
292,0.244,1,8,2002,0.244,N
298,0.2418,1,14,2002,0.2418,N
298,-0.0086,3,29,2002,NA,N
298,0.0963,2,38,2002,NA,N
298,8e-4,3,56,2002,NA,N
298,0.0274,3,73,2002,NA,Y
298,0.0466,3,93,2002,NA,Y
298,0.2268,3,110,2002,NA,Y
298,0.2227,3,122,2002,NA,Y
298,-0.0401,2,129,2002,NA,Y
298,0.3978,0,157,2002,0.3978,Y
298,0.5291,0,173,2002,0.5291,Y
298,0.5619000000000001,0,187,2002,0.5619000000000001,Y
298,0.5339,0,196,2002,0.5339,Y
298,0.4805,0,217,2002,0.4805,Y
298,0.5053,0,230,2002,0.5053,Y
298,0.5168,1,243,2002,0.5168,Y
298,0.4729,0,258,2002,0.4729,Y
298,0.0011,2,285,2002,NA,Y
298,0.3619,0,292,2002,0.3619,Y
298,0.29510000000000003,1,317,2002,0.29510000000000003,N
298,0.2953,0,324,2002,0.2953,N
298,0.281,1,347,2002,0.281,N
298,0.2801,1,8,2002,0.2801,N
300,0.2838,3,13,2002,NA,N
300,-0.007,3,29,2002,NA,N
300,0.0412,2,43,2002,NA,N
300,0.005,2,56,2002,NA,N
300,0.0094,3,73,2002,NA,Y
300,0.0469,3,94,2002,NA,Y
300,0.2657,3,110,2002,NA,Y
300,0.2294,3,122,2002,NA,Y
300,-0.0387,2,129,2002,NA,Y
300,0.3816,0,157,2002,0.3816,Y
300,0.4826,0,173,2002,0.4826,Y
300,0.5933,0,187,2002,0.5933,Y
300,0.5437000000000001,0,196,2002,0.5437000000000001,Y
300,0.5748,0,217,2002,0.5748,Y
300,0.5042,0,230,2002,0.5042,Y
300,0.4945000000000001,0,251,2002,0.4945000000000001,Y
300,0.4936,0,258,2002,0.4936,Y
300,-0.0118,2,285,2002,NA,Y
300,0.2977,0,292,2002,0.2977,Y
300,0.2781,1,308,2002,0.2781,N
300,0.2776,0,324,2002,0.2776,N
300,0.25,1,347,2002,0.25,N
300,0.2864,1,8,2002,0.2864,N
370,0.2206,1,5,2002,0.2206,N
370,-0.024,2,29,2002,NA,N
370,0.0436,3,38,2002,NA,N
370,0.0028,2,61,2002,NA,Y
370,-0.0024,2,66,2002,NA,Y
370,0.0142,3,93,2002,NA,Y
370,0.2417,1,109,2002,0.2417,Y
370,0.2163,1,118,2002,0.2163,Y
370,-0.0186,2,129,2002,NA,Y
370,0.35800000000000004,0,150,2002,0.35800000000000004,Y
370,0.5096,0,173,2002,0.5096,Y
370,0.4682,0,187,2002,0.4682,Y
370,0.4219,0,196,2002,0.4219,Y
370,0.4027,0,217,2002,0.4027,Y
370,0.3701,0,230,2002,0.3701,Y
370,0.4117,0,253,2002,0.4117,Y
370,0.4639,0,258,2002,0.4639,Y
370,-0.01,2,285,2002,NA,Y
370,0.3731,0,292,2002,0.3731,Y
370,0.2417,3,308,2002,NA,N
370,0.3236,1,324,2002,0.3236,N
370,0.2684,1,347,2002,0.2684,N
370,0.2846,3,8,2002,NA,N
372,0.241,1,5,2002,0.241,N
372,-0.0147,2,29,2002,NA,N
372,0.1043,3,43,2002,NA,N
372,0.0111,2,56,2002,NA,N
372,0.004,3,66,2002,NA,Y
372,0.0341,3,93,2002,NA,Y
372,0.2762,1,109,2002,0.2762,Y
372,0.2647,1,118,2002,0.2647,Y
372,-0.0136,2,129,2002,NA,Y
372,0.3361,0,150,2002,0.3361,Y
372,0.4756,0,173,2002,0.4756,Y
372,0.5107,0,187,2002,0.5107,Y
372,0.457,0,196,2002,0.457,Y
372,0.4185,0,217,2002,0.4185,Y
372,0.4756,0,230,2002,0.4756,Y
372,0.4435,0,253,2002,0.4435,Y
372,0.4427,0,258,2002,0.4427,Y
372,0.4326,1,281,2002,0.4326,Y
372,0.3335,0,292,2002,0.3335,Y
372,0.2202,3,308,2002,NA,N
372,0.3015,1,326,2002,0.3015,N
372,0.30610000000000004,1,347,2002,0.30610000000000004,N
372,0.3149,1,8,2002,0.3149,N
374,0.2665,1,5,2002,0.2665,N
374,-0.0119,2,29,2002,NA,N
374,0.0607,3,38,2002,NA,N
374,0.0198,2,56,2002,NA,N
374,0.0034,3,66,2002,NA,Y
374,0.0487,3,93,2002,NA,Y
374,0.28150000000000003,1,109,2002,0.28150000000000003,Y
374,0.2988,1,118,2002,0.2988,Y
374,0.0018,2,129,2002,NA,Y
374,0.3388,0,150,2002,0.3388,Y
374,0.4507000000000001,0,173,2002,0.4507000000000001,Y
374,0.4533,0,187,2002,0.4533,Y
374,0.4188,0,196,2002,0.4188,Y
374,0.3977,0,217,2002,0.3977,Y
374,0.4129,0,230,2002,0.4129,Y
374,0.4521,0,253,2002,0.4521,Y
374,0.4401000000000001,0,258,2002,0.4401000000000001,Y
374,0.4326,1,281,2002,0.4326,Y
374,0.3988,0,292,2002,0.3988,Y
374,0.0994,3,315,2002,NA,N
374,0.33680000000000004,1,324,2002,0.33680000000000004,N
374,0.3159,1,347,2002,0.3159,N
374,0.3149,1,8,2002,0.3149,N
376,0.26,1,5,2002,0.26,N
376,-0.0034,2,29,2002,NA,N
376,0.1014,3,43,2002,NA,N
376,0.0061,2,56,2002,NA,N
376,0.0135,3,66,2002,NA,Y
376,0.0587,3,93,2002,NA,Y
376,0.2057,3,109,2002,NA,Y
376,0.2431,3,118,2002,NA,Y
376,-0.007,2,129,2002,NA,Y
376,0.34400000000000003,0,150,2002,0.34400000000000003,Y
376,0.4384,0,173,2002,0.4384,Y
376,0.4344,0,187,2002,0.4344,Y
376,0.4046,0,196,2002,0.4046,Y
376,0.3958,0,217,2002,0.3958,Y
376,0.423,0,230,2002,0.423,Y
376,0.42,0,253,2002,0.42,Y
376,0.5016,0,258,2002,0.5016,Y
376,0.3629,1,281,2002,0.3629,Y
376,0.33990000000000004,1,291,2002,0.33990000000000004,Y
376,0.3164,1,317,2002,0.3164,N
376,0.3311,1,324,2002,0.3311,N
376,0.2856,1,351,2002,0.2856,N
376,0.3285,3,355,2002,NA,N
378,0.2174,1,14,2002,0.2174,N
378,0.2017,1,22,2002,0.2017,N
378,0.1033,3,43,2002,NA,N
378,-0.02,3,60,2002,NA,N
378,0.019,3,73,2002,NA,Y
378,0.1033,3,94,2002,NA,Y
378,0.2276,3,110,2002,NA,Y
378,0.2487,3,122,2002,NA,Y
378,-0.0263,2,129,2002,NA,Y
378,0.3987,0,157,2002,0.3987,Y
378,0.4635,0,173,2002,0.4635,Y
378,0.4622,0,187,2002,0.4622,Y
378,0.4124,0,196,2002,0.4124,Y
378,0.4594,1,220,2002,0.4594,Y
378,0.3947,0,230,2002,0.3947,Y
378,0.3894,0,251,2002,0.3894,Y
378,0.3881,0,258,2002,0.3881,Y
378,0.4125,1,281,2002,0.4125,Y
378,0.3089,1,291,2002,0.3089,Y
378,0.26980000000000004,1,317,2002,0.26980000000000004,N
378,0.27190000000000003,1,326,2002,0.27190000000000003,N
378,0.26080000000000003,1,347,2002,0.26080000000000003,N
378,0.2509,1,8,2002,0.2509,N
380,0.2397,3,13,2002,NA,N
380,-0.0062,2,29,2002,NA,N
380,0.0878,3,43,2002,NA,N
380,0.0145,3,60,2002,NA,N
380,0.0092,3,73,2002,NA,Y
380,0.1086,3,90,2002,NA,Y
380,0.027,2,98,2002,NA,Y
380,0.2394,3,122,2002,NA,Y
380,-0.043,2,129,2002,NA,Y
380,0.3893,0,157,2002,0.3893,Y
380,0.4747,0,173,2002,0.4747,Y
380,0.4703,0,187,2002,0.4703,Y
380,0.4105,0,196,2002,0.4105,Y
380,0.4296,1,220,2002,0.4296,Y
380,0.3702,0,230,2002,0.3702,Y
380,0.3717,0,251,2002,0.3717,Y
380,0.3838,0,258,2002,0.3838,Y
380,0.3749,1,281,2002,0.3749,Y
380,0.3134,1,291,2002,0.3134,Y
380,0.2898,1,317,2002,0.2898,N
380,0.25930000000000003,0,335,2002,0.25930000000000003,N
380,0.2366,1,347,2002,0.2366,N
380,0.242,1,8,2002,0.242,N
384,0.2702,1,5,2002,0.2702,N
384,-0.0093,2,29,2002,NA,N
384,0.0389,2,38,2002,NA,N
384,0.03,3,60,2002,NA,N
384,0.0521,2,73,2002,NA,Y
384,0.1272,3,93,2002,NA,Y
384,0.0619,2,98,2002,NA,Y
384,0.3818,3,122,2002,NA,Y
384,0.0046,2,129,2002,NA,Y
384,0.4251,0,157,2002,0.4251,Y
384,0.5535,0,173,2002,0.5535,Y
384,0.6156,0,187,2002,0.6156,Y
384,0.5806,0,196,2002,0.5806,Y
384,0.5895,0,217,2002,0.5895,Y
